anchor,anchor_raw_ingred_name,anchor_matched_ingred_name,pos,pos_raw_ingred_name,pos_matched_ingred_name,neg,neg_raw_ingred_name
Dumpling Wrapper Bun with juicy filling: Prepare the zucchini and filling,zucchini,Courgette,Dumpling Wrapper Bun with juicy filling: Prepare the aubergine and filling,Aubergine,Aubergine,Dumpling Wrapper Bun with juicy filling: Prepare the plantain and filling,plantain
Dumpling Wrapper Bun with juicy filling: Prepare the zucchini and filling,zucchini,Courgette,Dumpling Wrapper Bun with juicy filling: Prepare the aubergine and filling,Aubergine,Aubergine,Dumpling Wrapper Bun with juicy filling: Prepare the plant-based mayonnaise and filling,plant-based mayonnaise
Dumpling Wrapper Bun with juicy filling: Prepare the zucchini and filling,zucchini,Courgette,Dumpling Wrapper Bun with juicy filling: Prepare the aubergine and filling,Aubergine,Aubergine,Dumpling Wrapper Bun with juicy filling: Prepare the brown rice and filling,brown rice
Dumpling Wrapper Bun with juicy filling: Prepare the zucchini and filling,zucchini,Courgette,Dumpling Wrapper Bun with juicy filling: Prepare the aubergine and filling,Aubergine,Aubergine,Dumpling Wrapper Bun with juicy filling: Prepare the pine nut and filling,pine nut
Dumpling Wrapper Bun with juicy filling: Prepare the zucchini and filling,zucchini,Courgette,Dumpling Wrapper Bun with juicy filling: Prepare the aubergine and filling,Aubergine,Aubergine,Dumpling Wrapper Bun with juicy filling: Prepare the black gram and filling,black gram
Dumpling Wrapper Bun with juicy filling: Prepare the zucchini and filling,zucchini,Courgette,Dumpling Wrapper Bun with juicy filling: Prepare the aubergine and filling,Aubergine,Aubergine,Dumpling Wrapper Bun with juicy filling: Prepare the natural yogurt and filling,natural yogurt
Dumpling Wrapper Bun with juicy filling: Prepare the zucchini and filling,zucchini,Courgette,Dumpling Wrapper Bun with juicy filling: Prepare the aubergine and filling,Aubergine,Aubergine,Dumpling Wrapper Bun with juicy filling: Prepare the tomato puree and filling,tomato puree
Dumpling Wrapper Bun with juicy filling: Prepare the zucchini and filling,zucchini,Courgette,Dumpling Wrapper Bun with juicy filling: Prepare the aubergine and filling,Aubergine,Aubergine,Dumpling Wrapper Bun with juicy filling: Prepare the plum and filling,plum
Dumpling Wrapper Bun with juicy filling: Prepare the zucchini and filling,zucchini,Courgette,Dumpling Wrapper Bun with juicy filling: Prepare the aubergine and filling,Aubergine,Aubergine,Dumpling Wrapper Bun with juicy filling: Prepare the sausage and filling,sausage
Dumpling Wrapper Bun with juicy filling: Prepare the zucchini and filling,zucchini,Courgette,Dumpling Wrapper Bun with juicy filling: Prepare the aubergine and filling,Aubergine,Aubergine,Dumpling Wrapper Bun with juicy filling: Prepare the caviar and filling,caviar
"Simple veggie & tofu stir-fry: Cut the tofu into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",firm tofu,Tofu:Firm,"Simple veggie & tofu stir-fry: Cut the lentils into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",Lentils,Lentil,"Simple veggie & tofu stir-fry: Cut the lentil into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",lentil
"Simple veggie & tofu stir-fry: Cut the tofu into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",firm tofu,Tofu:Firm,"Simple veggie & tofu stir-fry: Cut the lentils into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",Lentils,Lentil,"Simple veggie & tofu stir-fry: Cut the tempeh into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",tempeh
"Simple veggie & tofu stir-fry: Cut the tofu into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",firm tofu,Tofu:Firm,"Simple veggie & tofu stir-fry: Cut the lentils into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",Lentils,Lentil,"Simple veggie & tofu stir-fry: Cut the vermouth into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",vermouth
"Simple veggie & tofu stir-fry: Cut the tofu into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",firm tofu,Tofu:Firm,"Simple veggie & tofu stir-fry: Cut the lentils into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",Lentils,Lentil,"Simple veggie & tofu stir-fry: Cut the pineapple into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",pineapple
"Simple veggie & tofu stir-fry: Cut the tofu into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",firm tofu,Tofu:Firm,"Simple veggie & tofu stir-fry: Cut the lentils into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",Lentils,Lentil,"Simple veggie & tofu stir-fry: Cut the egg noodle into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",egg noodle
"Simple veggie & tofu stir-fry: Cut the tofu into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",firm tofu,Tofu:Firm,"Simple veggie & tofu stir-fry: Cut the lentils into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",Lentils,Lentil,"Simple veggie & tofu stir-fry: Cut the haricot bean into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",haricot bean
"Simple veggie & tofu stir-fry: Cut the tofu into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",firm tofu,Tofu:Firm,"Simple veggie & tofu stir-fry: Cut the lentils into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",Lentils,Lentil,"Simple veggie & tofu stir-fry: Cut the parrot fish into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",parrot fish
"Simple veggie & tofu stir-fry: Cut the tofu into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",firm tofu,Tofu:Firm,"Simple veggie & tofu stir-fry: Cut the lentils into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",Lentils,Lentil,"Simple veggie & tofu stir-fry: Cut the single cream into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",single cream
"Simple veggie & tofu stir-fry: Cut the tofu into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",firm tofu,Tofu:Firm,"Simple veggie & tofu stir-fry: Cut the lentils into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",Lentils,Lentil,"Simple veggie & tofu stir-fry: Cut the cajun seasoning into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",cajun seasoning
"Simple veggie & tofu stir-fry: Cut the tofu into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",firm tofu,Tofu:Firm,"Simple veggie & tofu stir-fry: Cut the lentils into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",Lentils,Lentil,"Simple veggie & tofu stir-fry: Cut the avocado into cubes, then place in a bowl and dust with the cornflour and a pinch of sea salt and black pepper.",avocado
"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g lean minced beef.",lean minced beef,Beef:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g quorn mince.",Quorn mince,Quorn:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g mache.",mache
"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g lean minced beef.",lean minced beef,Beef:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g quorn mince.",Quorn mince,Quorn:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g ale.",ale
"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g lean minced beef.",lean minced beef,Beef:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g quorn mince.",Quorn mince,Quorn:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g edam.",edam
"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g lean minced beef.",lean minced beef,Beef:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g quorn mince.",Quorn mince,Quorn:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g long-grain rice.",long-grain rice
"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g lean minced beef.",lean minced beef,Beef:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g quorn mince.",Quorn mince,Quorn:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g avocado.",avocado
